respondent,createtime,id,buttonname,visibleLayers,zoomLevel,shape,longtitude,latitude,soil_quality_not_threatened,soil_quality_slightly,soil_quality_moderate,soil_quality_highly,waterquality_not,waterquality_slightly,waterquality_moderately,waterquality_highly,wildlife_not_threatened,wildlife_slightly,wildlife_moderately,wildlife_highly,recreation_not_threatened,recreation_slightly,recreation_moderately,recreation_highly,scenic_not,scenic_slightly,scenic_moderately,scenic_highly,tourism_not,tourism_slightly,tourism_moderately,tourism_highly,business_not,business_slightly,business_moderately,business_highly,rural_not,rural_slightly,rural_moderately,rural_highly,other_not,other_slightly,other_moderately,other_highly,If_other_text
203,2016-03-16T00:14:22.862Z,270,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.737976,43.617188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2016-03-16T00:22:30.052Z,275,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.834391,43.664685,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
207,2016-03-16T00:23:43.554Z,276,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.722527,43.642948,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,
208,2016-03-16T00:26:01.849Z,277,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.891098,43.661166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2016-03-16T00:46:40.979Z,278,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",14,POINT,-71.763983,43.632472,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,
216,2016-03-16T00:48:50.567Z,279,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",14,POINT,-71.760979,43.625328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,2016-03-16T00:50:39.944Z,281,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",13,POINT,-71.827068,43.697541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,2016-03-16T00:50:07.260Z,280,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",14,POINT,-71.772652,43.639864,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,
220,2016-03-16T00:51:35.536Z,282,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",14,POINT,-71.774368,43.637318,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
220,2016-03-16T00:53:02.565Z,283,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",14,POINT,-71.770763,43.6421,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,
222,2016-03-16T01:06:11.993Z,285,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",17,POINT,-71.802092,43.664763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,2016-03-16T01:12:47.793Z,286,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",13,POINT,-71.793766,43.683019,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,site is developed
223,2016-03-16T01:14:54.143Z,287,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",13,POINT,-71.898136,43.620543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,more electric generating windmills are built
227,2016-03-16T01:42:13.984Z,288,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.734543,43.616691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,2016-03-16T01:42:46.433Z,289,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.742439,43.636075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2016-03-16T01:59:33.696Z,292,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.806984,43.691708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2016-03-16T01:59:59.274Z,293,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.83857,43.69841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2016-03-16T02:00:56.678Z,294,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.913757,43.66663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2016-03-16T02:04:11.054Z,295,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",14,POINT,-71.771622,43.64061,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,
238,2016-03-16T02:40:38.444Z,296,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",13,POINT,-71.793766,43.680722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,2016-03-16T02:54:21.987Z,297,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.76939,43.638684,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
247,2016-03-16T10:13:41.526Z,298,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.807671,43.686122,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,
247,2016-03-16T10:14:43.647Z,299,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.782951,43.622905,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,
247,2016-03-16T10:15:33.237Z,300,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.799431,43.640548,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,
247,2016-03-16T10:16:09.597Z,301,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.800804,43.707594,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,
247,2016-03-16T10:16:34.864Z,302,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.758232,43.68997,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,
247,2016-03-16T10:16:57.488Z,303,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.796341,43.671348,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,
247,2016-03-16T10:17:32.520Z,304,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.760635,43.629366,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,
247,2016-03-16T10:17:52.219Z,305,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.745872,43.673583,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,
247,2016-03-16T10:18:11.681Z,306,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.741066,43.649243,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,
247,2016-03-16T10:18:36.509Z,307,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.714287,43.668617,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,
247,2016-03-16T10:18:56.309Z,308,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.772995,43.719753,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,
247,2016-03-16T10:19:20.587Z,309,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.824837,43.704119,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,
247,2016-03-16T10:19:46.866Z,310,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.712914,43.636572,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,
247,2016-03-16T10:20:10.458Z,311,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.810074,43.653218,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,
247,2016-03-16T10:20:31.664Z,312,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.818314,43.619922,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,
247,2016-03-16T10:20:50.507Z,313,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.798401,43.597798,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,
247,2016-03-16T10:21:15.752Z,314,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.845436,43.688232,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
249,2016-03-16T10:34:13.858Z,326,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.779175,43.659986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,2016-03-16T11:48:23.316Z,327,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.636353,43.688232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,2016-03-16T11:50:36.655Z,328,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",19,POINT,-71.748651,43.599927,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
255,2016-03-16T11:51:26.734Z,329,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",18,POINT,-71.748764,43.600793,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
255,2016-03-16T11:52:39.293Z,330,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",16,POINT,-71.78587,43.758046,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,
264,2016-03-16T12:58:58.784Z,331,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.789818,43.664891,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,Threat from wind farms
264,2016-03-16T13:00:33.883Z,332,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.786728,43.690715,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,Wind farm development
264,2016-03-16T13:02:02.200Z,333,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.801147,43.690963,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Wind farm development
272,2016-03-16T13:20:34.678Z,337,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.797371,43.689474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,2016-03-16T13:21:31.299Z,338,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.782265,43.700396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
272,2016-03-16T13:22:37.456Z,339,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.774368,43.699651,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
272,2016-03-16T13:23:21.098Z,340,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.772308,43.640051,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
272,2016-03-16T13:23:51.933Z,341,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.746902,43.667127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
277,2016-03-16T13:28:34.975Z,342,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.779261,43.659986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,2016-03-16T15:04:35.830Z,377,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.787758,43.613584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,2016-03-16T15:05:05.532Z,378,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.778831,43.69357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,2016-03-16T13:49:54.152Z,345,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.788788,43.697665,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
282,2016-03-16T14:01:46.858Z,350,Threats to the Landscape,"Roads and Terrain, Newfound Lake Watershed",12,POINT,-71.780891,43.650485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,2016-03-16T14:01:12.071Z,349,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.782265,43.712061,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,
288,2016-03-16T14:02:19.411Z,351,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.741753,43.688729,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,
288,2016-03-16T14:03:45.487Z,352,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",3,POINT,-71.817627,43.663898,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
289,2016-03-16T14:10:14.432Z,353,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.775742,43.711068,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Overbuilding is number one threat
293,2016-03-16T14:37:18.938Z,356,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.777115,43.642287,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
293,2016-03-16T14:38:04.704Z,358,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.780205,43.699155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
295,2016-03-16T14:36:18.181Z,354,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.852303,43.623899,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"Big wind drops in more turbines. bad for the lake, bad economics, no actual long term benefits."
295,2016-03-16T14:37:07.471Z,355,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.868782,43.718264,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"another big wind project, bad all around!"
295,2016-03-16T14:37:52.759Z,357,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",14,POINT,-71.774797,43.642535,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,"Newfound Lake is overrun with day boaters on key weekends in the summer. After the ramp went in some years ago there was a distinct and noticeable difference in the number of uninformed day trippers who come to use the lake and leave behind a mess. There's plenty who do so with respect but 1 bad apple spoils the bunch. There needs to be a ""common sense"" reservation approach to mitigate traffic and the influx of trucks/trailers and parking, and street traffic down West Shore Road."
295,2016-03-16T14:40:32.299Z,360,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",14,POINT,-71.708193,43.652783,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,I dropped 1 pin for all of the foothills and mountains around the lake. Houses popping up everywhere have a material effect.
296,2016-03-16T14:41:42.041Z,361,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.793938,43.683515,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,112 acre tract should not be developed.  Entry road too steep
296,2016-03-16T14:42:57.175Z,363,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.904488,43.63533,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,more electric windmills installed they will destroy the rural character of the area
296,2016-03-16T14:44:31.429Z,364,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.702957,43.678798,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,more electric windmills installed
296,2016-03-16T14:45:38.925Z,365,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.801491,43.652969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2016-03-16T14:52:42.145Z,369,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",14,POINT,-71.803551,43.663463,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,This logging is ruining the view from the east shore and apparently becoming available for development.
301,2016-03-16T14:54:19.699Z,370,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",14,POINT,-71.775398,43.636696,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,The Fowler River Area is such a beautiful area and is threatened by development and human impacts.
301,2016-03-16T14:55:42.792Z,371,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",14,POINT,-71.793165,43.64297,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,This area is being misused by off road vehicles and it is destroying the area. These areas are being littered with trash and deep tire ruts.
301,2016-03-16T14:57:04.405Z,372,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",14,POINT,-71.773682,43.642908,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,This is the public boat launch. The area is consistently threatened by invasive species carried in on boats.
301,2016-03-16T14:58:15.633Z,373,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",14,POINT,-71.912041,43.64887,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,These trails see a lot of use in the winter and summer and must be managed in a way that lowers impact.
301,2016-03-16T14:59:23.462Z,374,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",14,POINT,-71.735144,43.629614,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,"There is an enormous amount of runoff every year that runs from this marker, across the road, and into the lake."
301,2016-03-16T15:01:30.716Z,375,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",14,POINT,-71.723042,43.684632,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,The roof of this horsebarn can be seen from just about everywhere in the lake. It sticks out like a sore thumb.
301,2016-03-16T15:03:50.994Z,376,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",16,POINT,-71.818035,43.619751,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,This house was painted white. I don't know anyone who appreciates this house being part of the Newfound View.
306,2016-03-16T15:38:49.121Z,389,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.7388,43.660321,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"Silt from nearby mountains and hills continue to wash into the lake from various small brooks and streams that flow into Newfound in the general area of Wagon Wheel to Whittemore Point Road North.
Great quantities of silt, wood, and leaves wash into the lake every time there is a hard rain.  The bottom of the lake is now covered with silt."
306,2016-03-16T15:43:34.259Z,390,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.793732,43.688729,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,"The Hebron marsh fills in due to incoming sand/dirt coming in by brooks & streams.  There is a danger the current marsh area will become land locked.  Already there are temporary ""islands"" popping up where loons try to hatch eggs only to loose them to rising waters.
Somewhere uphill from the marsh is the problem but I don't know where."
318,2016-03-16T19:35:18.112Z,397,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.737976,43.634584,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Water Quality - concerned about the weed growth on the bottom in Pike's Bay.  Also concerned about algae that occasionally clouds the water.
Recreation - The weed growth makes for a mucky bottom in spots instead of the sandy bottom that has historically been there.  No one likes to swim if touching the bottom is mucky or you have to swim through algae.  
Scenic Beauty - The view of the western hills/mountains from the shoreline would be adversely affected by the windmills that were a possibility last year. Pike's Bay looks right at it. 
Other - Would like to see regulations and enforcement as to how close motor boats and jet skis can get to the shoreline.  There has been a great increase in motor boats dropping anchor inside or just beyond the typical swimming area.  They then jump off the boats and swim and party right there!  I realize the water is shared, but it seems it isn't unreasonable to have a regulation as to how close boats can drop anchor."
319,2016-03-16T19:34:43.264Z,396,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.779175,43.659986,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,"The wind projects are a most significant threat to the region --which will adversely affect the water quality, wildlife, resident health, the scenic ambience of the region--hence will be a severe negative to tourism and small business development.  Soil and water quality has become a concern over the past ten years, as anyone who has been swimming in the lake for 20 or more years can detect a difference in quality already.   "
319,2016-03-16T19:38:43.807Z,398,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.739006,43.594814,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"Thankfully, many efforts have been initiated to return Bristol --especially the downtown--to the way it looked 40 years ago in terms of being clean and having a retail / small business presence....but my understanding is a number of ""fast food"" retailers are looking to move there...which would destroy the appeal of a downtown already dealing with building deterioration issues.  Rte 132 seems a much better suited location for that development, while downtown needs to find ways to continue to clean and spruce up--find a mix of retailers that would draw additional tourists to the downtown throughout the year--and provide year round employment.  There is great potential--but creativity is needed."
319,2016-03-16T19:43:28.586Z,399,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.779175,43.659986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,2016-03-16T19:43:45.111Z,400,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.775742,43.604013,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,Wellington State Park --and the expansion of boat ramps--bringing even more boats --specifically motor boats --to the lake-has already had a severe and negative effect --noise and water quality in particular has suffered.  Uncharted growth throughout the rest of Alexandria is also perhaps a threat to the community.
321,2016-03-16T19:48:32.025Z,404,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.778145,43.698162,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
327,2016-03-16T20:00:03.836Z,433,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",10,POINT,-71.765442,43.615597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,2016-03-16T20:13:00.794Z,447,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",11,POINT,-71.853676,43.720845,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,Wind Farm development in the area of Rumney and the proposed development in Alexanderia Groton Herbron area will have a devistating impact on the area.
335,2016-03-16T20:31:37.636Z,452,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.900368,43.66514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,2016-03-16T20:31:56.606Z,453,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.742439,43.664643,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
