respondent,createtime,id,buttonname,visibleLayers,zoomLevel,shape,longitude,latitude,recreation_not_important,recreation_low,recreation_medium,recreation_high,ecosystem_not_at_all,ecosystems___Low,ecosystems___Medium,ecosystems___High,economic_not_at_all,economic_low,economic_medium,economic_high,viewshed_not_at_all,viewshed_low,viewshed_medium,viewshed_high,historical_value_not_at_all,historical_value_low,historical_value_medium,historical_value_high,cultural_not_at_all,cultural_low,cultural_medium,cultural_high,other_not_at_all,other_low,other_medium,other_high,If_other_text
319,2016-03-16T19:57:39.279Z,428,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.726646,43.612465,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,
319,2016-03-16T19:58:03.271Z,429,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.680984,43.5881,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
319,2016-03-16T19:58:28.503Z,430,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.650429,43.598544,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
319,2016-03-16T19:59:06.247Z,431,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.919594,43.734391,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
319,2016-03-16T20:00:02.647Z,432,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.740036,43.564223,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
319,2016-03-16T20:00:39.063Z,434,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.764755,43.562233,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
319,2016-03-16T20:01:06.511Z,435,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.776772,43.645268,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
319,2016-03-16T20:01:26.927Z,436,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.774025,43.632596,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
319,2016-03-16T20:01:57.103Z,437,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.767159,43.613211,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
319,2016-03-16T20:02:27.359Z,438,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.765785,43.605505,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
319,2016-03-16T20:03:04.151Z,439,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.658325,43.572929,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
319,2016-03-16T20:03:33.071Z,440,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.861229,43.623153,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,
319,2016-03-16T20:03:52.839Z,441,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.804237,43.612465,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,
321,2016-03-16T19:51:15.777Z,411,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.781921,43.703126,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,
327,2016-03-16T20:19:46.422Z,448,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",11,POINT,-71.778213,43.62196,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,
327,2016-03-16T20:21:39.959Z,449,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",11,POINT,-71.880386,43.631503,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,Protection of unfragmented land to support wildlife; that holds true for the entire area.
343,2016-03-16T21:54:24.319Z,460,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.728706,43.67706,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
343,2016-03-16T21:55:13.040Z,461,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.82003,43.604013,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
343,2016-03-16T21:55:53.290Z,462,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.83445,43.700892,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
343,2016-03-16T21:56:28.955Z,463,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.918564,43.657192,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,
349,2016-03-16T22:58:44.507Z,471,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",13,POINT,-71.81179,43.655329,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
349,2016-03-16T23:00:24.920Z,472,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",13,POINT,-71.825523,43.685626,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
349,2016-03-16T23:02:21.758Z,473,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",15,POINT,-71.772909,43.68665,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,
361,2016-03-17T14:01:37.310Z,478,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.898308,43.657937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,2016-03-17T14:02:11.371Z,479,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.808014,43.718761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,2016-03-17T14:02:35.422Z,480,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.782265,43.691708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,2016-03-17T14:02:56.317Z,481,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.802521,43.702878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,2016-03-17T14:03:18.008Z,482,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.794624,43.64651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,2016-03-17T14:03:39.695Z,483,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.754799,43.69419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,2016-03-17T22:48:15.259Z,497,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.774368,43.663898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,2016-03-17T22:48:56.753Z,498,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.849899,43.617188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,2016-03-17T16:09:51.120Z,485,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.73008,43.615697,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
368,2016-03-17T16:13:11.110Z,489,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.82518,43.66812,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
368,2016-03-17T16:13:41.719Z,490,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.838226,43.708338,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
368,2016-03-17T16:14:00.879Z,491,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.875992,43.724467,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
388,2016-03-18T14:30:50.671Z,508,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.871185,43.688977,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Protect ridgelines and viewsheds
393,2016-03-18T16:00:17.162Z,513,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.780891,43.704615,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,
393,2016-03-18T16:01:25.962Z,514,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.83445,43.711316,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,
393,2016-03-18T16:03:08.601Z,515,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.790848,43.628123,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,
395,2016-03-18T17:30:14.070Z,522,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.837196,43.67706,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,"Maintain trail network link to Cardigan from Newfound Mowglis, etc."
395,2016-03-18T17:32:12.262Z,523,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.7342,43.671597,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,Bridgewater ridgeline
405,2016-03-18T19:40:45.430Z,532,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.795654,43.646262,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aquifer used by the Town of Bristol for the municipal water supply. Farm land subject to potential housing development
425,2016-03-20T11:47:47.152Z,541,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.779261,43.659924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,2016-03-20T11:54:54.755Z,543,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",19,POINT,-71.745421,43.657914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,2016-03-20T12:41:32.423Z,560,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.872215,43.674825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Preserve view, aesthetics, rural character, habitat, forest management values, recreation, and ecosystem services."
428,2016-03-20T12:42:56.328Z,561,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.70536,43.656695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Preserve view, aesthetics, rural character, habitat, forest management values, recreation, and ecosystem services."
428,2016-03-20T12:43:22.590Z,562,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.812477,43.636572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Preserve view, aesthetics, rural character, habitat, forest management values, recreation, and ecosystem services."
428,2016-03-20T12:43:43.262Z,563,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.883545,43.70263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Preserve view, aesthetics, rural character, habitat, forest management values, recreation, and ecosystem services."
428,2016-03-20T12:44:13.020Z,564,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.777115,43.618431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Preserve view, aesthetics, rural character, habitat, forest management values, recreation, and ecosystem services.  Also high quality soil, aquifer recharge and cultural ways of life (farming)."
428,2016-03-20T12:45:09.786Z,565,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.812477,43.689225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Preserve view, aesthetics, rural character, habitat, forest management values, recreation, and ecosystem services.  Also high quality soil, aquifer recharge and cultural ways of life (farming)."
428,2016-03-20T12:45:31.026Z,566,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.777458,43.704615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Preserve view, aesthetics, rural character, habitat, forest management values, recreation, and ecosystem services.  Also high quality soil, aquifer recharge and cultural ways of life (farming)."
428,2016-03-20T12:45:49.660Z,567,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.784668,43.683143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,2016-03-20T12:46:00.647Z,568,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.889725,43.725212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Preserve view, aesthetics, rural character, habitat, forest management values, recreation, and ecosystem services."
428,2016-03-20T12:46:48.116Z,569,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.837883,43.587354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Preserve view, aesthetics, rural character, habitat, forest management values, recreation, and ecosystem services."
430,2016-03-20T16:00:33.180Z,576,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.779175,43.659924,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,X
438,2016-03-21T14:41:13.989Z,580,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.815224,43.673087,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
441,2016-03-22T01:43:44.758Z,585,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,POINT,-71.790092,43.687525,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
441,2016-03-22T01:44:30.980Z,586,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,POINT,-71.780273,43.697206,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
441,2016-03-22T01:45:21.203Z,587,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",15,POINT,-71.778419,43.696983,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
441,2016-03-22T01:46:26.835Z,588,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",16,POINT,-71.792927,43.690648,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
441,2016-03-22T01:46:57.964Z,589,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",16,POINT,-71.792704,43.688141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,2016-03-22T01:47:09.405Z,590,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",16,POINT,-71.794946,43.688484,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,
441,2016-03-22T01:47:42.140Z,591,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",16,POINT,-71.795577,43.689408,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,
441,2016-03-22T01:48:10.684Z,592,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",16,POINT,-71.79774,43.688353,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,
441,2016-03-22T01:48:45.871Z,593,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",16,POINT,-71.794008,43.68644,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,
443,2016-03-22T17:02:00.382Z,598,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.873589,43.694786,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,
443,2016-03-22T17:02:43.403Z,599,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.778557,43.708288,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,
443,2016-03-22T17:03:04.106Z,600,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.729668,43.67254,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,
443,2016-03-22T17:03:44.155Z,601,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.814949,43.66365,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,
443,2016-03-22T17:04:03.215Z,602,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.781715,43.616741,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
446,2016-03-22T17:41:43.068Z,604,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.794968,43.692453,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,
457,2016-03-24T15:27:10.462Z,620,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.808186,43.663525,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Bear mountain and its environs are being built up. This will create a higher load on the watershed in this area. That area is a wildlife habitat for a lot of large mammals. 
"
468,2016-03-24T15:25:18.741Z,614,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.802177,43.657192,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,
468,2016-03-24T15:26:03.579Z,617,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.754112,43.674825,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,
470,2016-03-24T16:18:43.725Z,689,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.906891,43.709331,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,"The one green marker I have placed is to show the importance of conserving land on ridges. This stops windfarms and keeps wild lands wild with all that means for wildlife habitat, water quality, viewshed/tourism, and timber harvesting. I could plaster green markers on every ridgeline, but I think you get the message just from this one."
480,2016-03-24T15:37:22.404Z,635,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,POINT,-71.820974,43.698379,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
480,2016-03-24T15:38:02.396Z,636,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",16,POINT,-71.807048,43.694524,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
485,2016-03-24T15:43:41.356Z,643,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.779175,43.660048,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
485,2016-03-24T15:44:39.924Z,644,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.793594,43.642038,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,
485,2016-03-24T15:45:25.972Z,645,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.826897,43.674452,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
485,2016-03-24T15:45:50.144Z,646,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.896248,43.64974,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
485,2016-03-24T15:46:16.925Z,647,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.916161,43.735383,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,
485,2016-03-24T15:46:36.358Z,649,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.809731,43.725212,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
485,2016-03-24T15:46:52.771Z,650,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.857452,43.615448,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
485,2016-03-24T15:47:14.712Z,651,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.809731,43.605753,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
485,2016-03-24T15:47:35.271Z,652,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.800117,43.693197,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
485,2016-03-24T15:47:54.927Z,653,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.826897,43.702133,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
485,2016-03-24T15:48:19.005Z,654,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.902771,43.675073,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
493,2016-03-24T15:57:16.920Z,666,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.779346,43.660048,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,I do not know enough about specific areas.  It should be a continuous effort to add to conversation land in the watershed area whenever it is available.
494,2016-03-24T15:54:51.811Z,662,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.803207,43.706353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,2016-03-24T15:59:16.249Z,672,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.799431,43.672093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,2016-03-24T15:57:44.954Z,667,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.783295,43.694687,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
498,2016-03-24T15:58:11.250Z,668,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,POINT,-71.782265,43.640672,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
498,2016-03-24T15:58:45.554Z,669,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.794624,43.691708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
498,2016-03-24T15:59:06.778Z,671,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",8,POINT,-72.548218,44.294367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,2016-03-24T16:06:35.911Z,676,Conservation Priorities,"Google Hybrid, Conservation Lands, Newfound Lake Watershed",16,POINT,-71.783531,43.572245,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
504,2016-03-24T16:07:47.017Z,679,Conservation Priorities,"Google Hybrid, Conservation Lands, Newfound Lake Watershed",16,POINT,-71.780612,43.571359,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
507,2016-03-24T16:12:29.133Z,683,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,POINT,-71.777287,43.702071,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,
509,2016-03-24T16:24:45.646Z,706,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,POINT,-71.809473,43.701078,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,
509,2016-03-24T16:27:03.976Z,713,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",15,POINT,-71.801834,43.661818,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,
